favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
109,Facebook,"私、柿にはちょっとうるさいんです。

先ほど、「柿の里娘」が奈良の柿を持ってきてくれました。
一日中、予算委員会の質疑の後、心が和みました。 http://t.co/3gFIfeDryl",,False,Tue Oct 22 10:05:31 +0000 2013,285,392592544993116160
20,Ustream.TV,このあと17時から、東京・新宿駅西口で行われる安倍晋三・総裁選街頭演説の様子をUstreamにて生中継いたします。皆様是非ご視聴ください！《総裁選秘書団アップ》 #JNSC #安倍晋三 (live at http://t.co/Ef2X2c5c),,False,Tue Sep 25 07:41:47 +0000 2012,70,250500332080222208
412,Facebook,"　終戦の日にあたって、千鳥ヶ淵の戦没者墓苑を参拝した後、戦没者の方々を追悼する式典をとり行いました。
　... http://t.co/DoXSKmfFIk",,False,Fri Aug 15 05:30:46 +0000 2014,586,500152597689688064
33,Twitter Web Client,「中国は自分の力が弱いときには『棚上げ論』といってくる。だんだん力が強くなったら軍事力を使って奪いに来る」（続く）（安倍晋三、２４日ＴＢＳ「みのもんたの朝ズバッ！」）《総裁選秘書団アップ》　#安倍晋三　#jnsc,,False,Mon Sep 24 04:32:39 +0000 2012,162,250090345596084224
194,TweetDeck,"明日は東京遊説。都内９カ所で街頭演説をする予定。
10:15~10:40 東西線西葛西駅南口
11:00~11:25 スーパービバホーム豊洲店前
12:15~12:35 JR赤羽駅東口
13:05~13:30 中野駅北口
14:45~15:10 大井町駅西口 阪急前ロータリー",,False,Fri Dec 05 14:23:55 +0000 2014,442,540874212810825729
14790,Twitter for iPhone,"「日本と力を合わせていく。」
温かい言葉を頂いたことに、心より感謝いたします。

すべての拉致被害者の御家族が、ご自身の手で肉親を抱きしめる、その日まで、私の使命は終わりません。拉致問題解決への決意を新たにしました。 https://t.co/vOi5RI6oFn",,False,Mon Nov 06 09:50:28 +0000 2017,5932,927473248626819073
29624,Twitter for iPhone,"Twitter社CEOのジャック・ドーシーさんから、特製Tシャツをいただきました。来日を心より歓迎します。
これからもSNSを活用した情報発信をどんどん行っていきたいと思います。 https://t.co/mDVqXtLSYO",,False,Thu Dec 06 09:19:38 +0000 2018,7637,1070608695996768256
1871,Twitter Web Client,サイバー救助犬のゴン太は、カメラやセンサーを取り付けたスーツを装着。災害現場での人命救助は、時間との戦いです。「タフロボティクス・チャレン ジ」によって開発された、動きやすさを追求したスーツで、救助犬が持ち前の嗅覚と運動能力を発揮。 https://t.co/XiKVw2BxOL,,False,Mon Mar 28 13:57:14 +0000 2016,977,714451285462818816
482,Twitter Web Client,ゴルフカートに乗って、サミット会場に向かうところです。#G7Summit http://t.co/3odPMWWKRZ,,False,Sun Jun 07 12:39:19 +0000 2015,460,607527254952833025
36,Facebook,"本日、自民党総裁選挙出馬演説の中で配布された「安倍晋三政策パンフレット」が安倍晋三のHPよりダウンロード可能です。
皆様是非ご一読ください(^_^)v
http://t.co/WXPjAX29 http://t.co/V83yth0j",,False,Wed Sep 12 11:34:23 +0000 2012,131,245847822627393536
153,Facebook,"G7ブリュッセル・サミットが始まりました。
今日は、ウクライナ情勢を中心に議論し、東アジア情勢についてもG7のリーダーたちと話し合いました。... http://t.co/XeHyxxInhT",,False,Thu Jun 05 00:50:40 +0000 2014,220,474352570182680576
15098,Twitter for iPhone,"普遍的価値を共有する日米豪三か国の結束は、アジア、太平洋からインド洋に至る、この地域の平和と繁栄の礎です。 
トランプ大統領、ターンブル首相と三人で、リラックスした雰囲気の中、様々な課題について、本音の議論ができました。 https://t.co/gWl6TzairP",,False,Mon Nov 13 05:25:55 +0000 2017,4964,929943386915606528
521,TweetDeck,#チュニジア で起きた襲撃事件で犠牲となられた方々に心からお悔やみを申し上げます。いかなる理由があったとしてもテロは断じて許されません。強く非難します。今後、国際社会と連携を深めながらテロとの戦いに全力を尽くしていく考えです。,,False,Thu Mar 19 04:24:29 +0000 2015,819,578411694726062080
204,Twitter Web Client,"50th annv. Japan-Korea normalizing diplomatic relations.
A gift, photo of my father then foreign min. visiting Korea. http://t.co/gCChtd0lT9",,False,Mon Jun 22 05:45:17 +0000 2015,176,612858876950548481
210,TweetDeck,"12月13日の日程：その２
17:05~　JR上田駅お城口（長野３区 木内均）
19:30~　秋葉原駅電気街口",,False,Fri Dec 12 12:32:14 +0000 2014,508,543382819230076929
39,Facebook,福井県選挙区より立候補の「たきなみ宏文」さんは財務省のキャリア官僚として様々な経験を積み、シカゴ大学院で公共政策を本格的に学び米国公認会計士の資格を取得、その後研究員としてスタンフォード大学の客員研究員として従事していました。... http://t.co/WM8q7BnAm8,,False,Wed Jul 10 11:32:55 +0000 2013,76,354926203217522689
287,Facebook,……色々あってご無沙汰してました……秘書です。... http://t.co/mi9qd5RxjQ,,False,Sat Nov 01 01:23:37 +0000 2014,488,528356653255888896
207,TweetDeck,"明日は衆院選挙の公示日。総裁遊説は、福島県と宮城県からスタートします。日程は以下のとおり。
10:30~11:00 相馬市相馬原釜漁港（福島）
13:10~13:40 石巻市ヨークベニマル石巻蛇田店前（宮城）
14:55~15:25 仙台駅アエル前（宮城）",,False,Mon Dec 01 08:10:55 +0000 2014,475,539330792384507904
217,Facebook,"国民の皆さまの安全を守るための法律が大きく前進しました。
今日、国家安全保障会議を設立する法律が成立。特定秘密保護法案も、昨日、衆議院を通過して、今日から参議院で審議入り。... http://t.co/YJw09HTvWQ",,False,Wed Nov 27 11:10:47 +0000 2013,594,405654931769937920
17,Twitter Web Client,"本日午後の安倍晋三日程①14:00～自民党青年局・女性局主催公開討論会（ニコニコ生放送中継＝http://t.co/yK6SY9cu）。
《総裁選秘書団アップ》#安倍晋三　#jnsc",,False,Wed Sep 19 02:48:26 +0000 2012,32,248252177536151554
348,Twitter Web Client,米国最古の高等教育機関であるハーバード大学 @Harvard で学ぶ学生たちと日米関係、国際社会の展望について意見交換。政治、外交、エネルギー政策等、幅広い問題を率直に議論しました。 http://t.co/2Yqyheoeso,,False,Tue Apr 28 00:04:04 +0000 2015,476,592841673824174080
7913,Twitter for iPhone,北の玄関口、新千歳空港でも、電力が復旧し午前から航空機の離発着が始まっています。今回の地震では当初北海道全域で停電が発生しましたが夜通しでの懸命の復旧作業道内企業の自家発電による協力、本州からの電力融通により、今朝までに、北海道全… https://t.co/qlAkGHQx13,,False,Fri Sep 07 05:42:55 +0000 2018,2612,1037939246965739520
174,Facebook,"日印関係は、世界で最も可能性を秘めた二国間関係。
インドを総理として訪問するのは7年ぶり、シン首相とお会いするのは8か月ぶりのことです。
シン首相とも、密度の濃い議論を行うことができました。 http://t.co/yjOkHn9uT1",,False,Sun Jan 26 02:24:26 +0000 2014,570,427265745723326464
58,Facebook,今日からＧ20が始まります。世界経済を中心にシリア情勢もテーマになります。また日米、日露等の首脳会談を行います。... http://t.co/urBEZdr1F0,,False,Thu Sep 05 07:10:51 +0000 2013,157,375516360757215232
125,Facebook,"本日、三宅久之先生がご逝去されました。

三宅さんとは党首討論を迎えた昨日の朝、電話を頂きお話したばかりでした。... http://t.co/7rpoMaPh",,False,Thu Nov 15 13:41:27 +0000 2012,700,269072625559552000
18,Twitter Web Client,"【動画】「安倍晋三と共に!日本再起！」は、こちらのデイリーニュースの動画からどうぞ→ http://t.co/gn99E01n
《総裁選秘書団アップ》　　#安倍晋三　　#jnsc",,False,Sat Sep 22 05:21:37 +0000 2012,46,249377893925404672
83,Facebook,最初の訪問国バーレーンに来ています。日本の総理として初めての訪問となります。中東の金融センター、そして米国第五艦隊の司令部が置かれている重要な国です。... http://t.co/uchmfodrzs,,False,Sun Aug 25 08:19:30 +0000 2013,269,371547371202961408
32,Facebook,民主党が衆議院選挙公示前の党首討論を呼びかけている件について、野田首相が本日「私はいつでも、どこでも結構だ。」と記者団に語ったそうです。... http://t.co/8D02lBXm,,False,Sat Nov 24 13:23:42 +0000 2012,172,272329647721701377
42,Twitter for Websites,"【動画】湧き上がる安倍コール！通行人も思わず足を止める白熱の安倍晋三新宿街頭演説！
 http://t.co/EgpNSOeG 《総裁選秘書団アップ》　#安倍晋三　　#jnsc",,False,Tue Sep 25 22:54:57 +0000 2012,127,250730138357084160
32,Facebook,今日は朝、官邸で閣議に出席した後、激戦区の沖縄に飛び「あさと政晃」候補の応援に全力をあげています。... http://t.co/WrVc3BMIOh,,False,Tue Jul 16 09:17:52 +0000 2013,98,357066542363578368
292,Twitter Web Client,【速報】みなさまのお力添えにより、安倍晋三が自由民主党総裁に選出されました！（自民党総裁選決選投票結果　安倍晋三＝１０８票、石破候補＝８９票）　《総裁選秘書団アップ》　#安倍晋三　　#jnsc　　#総裁選,,False,Wed Sep 26 05:16:45 +0000 2012,2660,250826219069784064
59,Facebook,"今朝９時から久々のＮＨＫ「日曜討論」に出演。
薬剤師会創立120周年の式典に出席した後、都内街頭シリーズ二日目に突入。
桜新町〜烏山〜三軒茶屋と回り最後は17時50分から渋谷ハチ公前での演説で締めます。
お時間あったらお越し下さい。 http://t.co/EeQeMw2beu",,False,Sun Jun 09 05:45:07 +0000 2013,168,343604652857782272
1429,Twitter Web Client,福島の被災地を訪れるハーバード・ケネディスクール @Kennedy_School の学生たちと。「福島に行くなら、ぜひ、地元の食を味わってください。私は毎日いただいていて、おかげさまでとても元気です。」と呼びかけました。 https://t.co/QObUQfjCDN,,False,Tue Mar 15 14:35:35 +0000 2016,823,709749894160863232
527,TweetDeck,"シンガポール建国の父、#リー・クァンユー 元首相が亡くなられました。今日のシンガポールの発展はもとよ
り、アジア大洋州地域、さらには世界の平和と安定のために生涯を通じて尽力さ
れた偉大な指導者でした。御冥福を心からお祈り申し上げます。 http://t.co/CVanC3nrqA",,False,Mon Mar 23 07:58:42 +0000 2015,697,579915157767266304
1743,Twitter Web Client,"顔を近づけると、ほのかな香りが漂います。２０年もの時間をかけた立派な梅の盆栽です。
毎年恒例の太宰府の「梅の使節」がくると、春が近づいたなと思います。 https://t.co/uEMt9Cf9SN",,False,Mon Feb 08 11:21:50 +0000 2016,969,696655172202733568
0,Facebook,I posted a new photo to Facebook http://t.co/SQf3E4eG,,False,Sat Feb 25 06:19:31 +0000 2012,0,173291012612034560
430,Twitter for iPhone,"日本が前進するのか、あの時代に後退するのか、それがかかった選挙です。最後まで強い緊張感を持って全力で戦い抜いてまいります。これから和歌山県、大阪府、与党10人の候補者の応援に回り、10箇所で街頭演説を行います。

景気回復この道しかありません。",,False,Thu Dec 04 00:23:48 +0000 2014,924,540300399689748480
924,Twitter Web Client,オーストラリアのターンブル首相との午後のひとときは、まさに忙中閑あり。千宗室家元が今日のために選んだ掛け軸は「時々勤払拭」。「油断なく毎日修行せよ」と。添えられた椿と蝋梅の花は、今日しかその姿を保てない。「一期一会」の茶の湯の精神。 https://t.co/j2TZcLvYYb,,False,Sat Dec 19 07:48:33 +0000 2015,658,678119715592527873
23902,Twitter Web App,"衷心感謝真心的慰問。已經收到來自台灣各界的關懷協助之意和迅速向災區捐款,對此表示由衷的謝意。
東日本大地震之際,台灣老朋友們的暖人心懷支援,也令我們都刻骨銘心。
台灣老朋友不変的友情鼓勵我們復興。
暴雨和地震等自然災害是我們共同面… https://t.co/VtmhRDyZRR",,False,Tue Jul 10 10:14:41 +0000 2018,8307,1016626757250633728
131,Facebook,"第８１回自民党党大会で年頭のご挨拶を致しました。
日本を取り戻す戦いは続きます。

《ニコニコ生放送のリンク》
(第８１回自民党党大会)... http://t.co/lbyPxsOsjY",,False,Sun Jan 19 07:49:01 +0000 2014,370,424810715166543872
5791,Twitter for iPhone,北海道の被災地では、甚大な被害に際し、体制を増強して、2万4千人の自衛隊に加え、警察、消防など、現在、4万人の救助部隊が、24時間体制で安否不明者の捜索に全力であたっております。 https://t.co/wPgOTaiFsM,,False,Fri Sep 07 11:20:59 +0000 2018,1944,1038024327088590849
261,TweetDeck,昼過ぎに岩手県一ノ関駅に到着。地元関係者の方々とがっちり握手。 http://t.co/360RPj4Xjr,,False,Wed Nov 26 05:50:52 +0000 2014,338,537483607275610113
10,Facebook,I posted a new photo to Facebook http://t.co/dVHpCqpy,,False,Sun Jun 24 13:19:37 +0000 2012,4,216883275489226752
105,Facebook,"昨日は地元長門市で父の墓に総理としては始めてお参りし参院選の結果を報告しました。
そして今日は萩の松陰神社に久々に参拝し、国家の為、誠心誠意尽くして行く事を誓いました。... http://t.co/hB9HVpy14o",,False,Tue Aug 13 09:36:27 +0000 2013,267,367218081619525632
15,Twitter Web Client,「これにのっとって学習指導要領ができて、教科書が登場するはずだったが、しかし、教育委員会によって教科書採択が決定されるが、教育委員会は常勤の方によって構成されているわけではない」（安倍晋三、公開討論会にて）,,False,Sat Sep 15 04:48:02 +0000 2012,25,246832726978736128
186,Twitter for iPhone,@AbeShinzo: JR奈良駅西口に移動。 #小林茂樹 候補の応援演説会。銀行マンとしての実務経験に加え、企業経営者としての実績もある小林さん。景気回復、一緒に進めていきます！ #総選挙 http://t.co/PBfWdoEASW,AbeShinzo,False,Wed Dec 10 08:35:33 +0000 2014,246,542598481223757826
12339,Twitter for iPhone,"President Trump’s first, historic visit succeeded in showing the unshakeable bonds of the Japan-U.S. alliance to th… https://t.co/DTz8Mfr5Bd",,False,Tue Nov 07 03:51:44 +0000 2017,4504,927745359027216385
24,Facebook,"《緊急連絡(｀_´)ゞ》

本日１９：００より
永田町星陵会館で行われる
『安倍晋三総決起集会』がニコニコ動画生中継が決定いたしました！！
皆様お見逃し無く！！... http://t.co/DK85RtEx",,False,Wed Sep 19 08:26:58 +0000 2012,80,248337373891526656
27707,Twitter for iPhone,岡山の被災地に向かっています。土砂崩れ、河川の決壊。被害の大きさを改めて実感しています。今から、倉敷市真備地区の浸水現場、避難所に伺います。現場で応急対策に当たる皆さん、被災者の皆さんの生の声をしっかりと伺い、現場主義で、早期の復… https://t.co/CmvtQ3TYs3,,False,Wed Jul 11 01:53:18 +0000 2018,8168,1016862968498143232
202,Facebook,"コートジボワール共和国に着きました。
日本がサッカーワールドカップ初戦で対戦する国です。

お互いの健闘を誓って ウワタラ大統領とユニフォームを交換しました。 http://t.co/CvsJG8r95Z",,False,Fri Jan 10 23:24:15 +0000 2014,619,421784583328514048
448,Twitter for iPhone,JR上田駅お城口にて #木内均 候補の応援演説。吹雪の中で集まっていただいた皆さん、ありがとうございました。長野の素晴らしい観光資源を国内外に発信させ、更なる地域活性化を進めていくには木内さんの力が必要です。大きなご支援を！ #総選挙 http://t.co/W7TQ5WfssQ,,False,Sat Dec 13 09:33:26 +0000 2014,572,543700211948744704
5572,Twitter for iPhone,"明日１０月１１日(水)
安倍晋三総裁は静岡県、愛知県に参ります。
詳細は是非、自民党の特設サイトでご確認下さい。

#自民党 #安倍晋三 #街頭演説
https://t.co/R0FiHqk5h9",,False,Tue Oct 10 11:22:12 +0000 2017,2242,917711860945739776
65,Facebook,"本日、閣議にて、参議院議員選挙の日程が正式に決定いたしました。
写真は「信念の人」であり「永田町きっての知性派」として安倍政権を支えていただいている、古川俊治参議院議員との一枚です。... http://t.co/N35dORIiGx",,False,Fri Jun 28 08:48:25 +0000 2013,199,350536150152265729
195,Facebook,"……秘書です。
ご無沙汰してました。
８泊1０日の外遊を終えた安倍総理。本日は河口湖で英気を養っています^_^

《秘書アップ》 http://t.co/QWsk45wUNw",,False,Sat May 10 08:39:33 +0000 2014,224,465048485696655360
13665,Twitter for iPhone,日仏友好の歴史は、160年の長きにわたります。その記念すべき本年、フランスの地で日本文化を発信する「ジャポニスム2018」を開催しています。マクロン大統領と首脳会談を行い、普遍的な価値を共有する特別なパートナーとして日仏が国際社会… https://t.co/5Vosyvr7Ec,,False,Wed Oct 17 21:57:37 +0000 2018,2962,1052680056273698816
18,Twitter Web Client,このあと２１：１５～ ＜自民党総裁選挙2012＞ 次世代型公開討論会＠ニコファーレ　ニコニコ生放送にて生中継します（入場開始中）http://t.co/vRczXivG 《総裁選秘書団アップ》　#安倍晋三　#jnsc,,False,Mon Sep 24 12:03:06 +0000 2012,48,250203706514100224
8874,Twitter for iPhone,関西空港の連絡橋に衝突し、航行不能となったタンカーについては、昨夜、海上保安庁のヘリなどにより乗組員全員を救出しました。関西空港では、多くの皆さんが孤立状態となっていましたが、今朝から神戸空港へ高速船がピストン輸送を開始し、すでに… https://t.co/ODLxVlXPe3,,False,Wed Sep 05 00:12:28 +0000 2018,3320,1037131313495470080
554,TweetDeck,日本の首相として初めての #ウクライナ 訪問です。#ポロシェンコ大統領 との会談では、ウクライナの安定化と改革に協力することを表明しました。 http://t.co/vqMZochMVk,,False,Sat Jun 06 13:28:04 +0000 2015,630,607177136378478594
148,Facebook,"インド共和国記念日の式典が始まります。
今私の前をラクダ部隊が通過しています。",,False,Sun Jan 26 09:19:43 +0000 2014,384,427370252692107264
27,Facebook,新しい写真をFacebookに投稿しました http://t.co/2tYu88TwmH,,False,Wed Jul 10 11:32:56 +0000 2013,41,354926206027694080
18569,Twitter for iPhone,本日も、自衛隊、警察、消防など、4万人態勢で、安否不明者の捜索、被災者支援などにあたっておりますが、引き続き、政府の総力をあげて取り組んでまいります。 https://t.co/v8ZEFu6ASv,,False,Sun Sep 09 05:34:28 +0000 2018,4588,1038661897640235008
86,Facebook,"内閣府が１０日発表した１～３月期の国内総生産（ＧＤＰ）は５月に発表された速報値３．５％から４．１％に大幅にプラスに情報修正されました。
昨年、民主党政権時の７～９月期ＧＤＰはマイナス３．６％でした。... http://t.co/kZq1N473aG",,False,Tue Jun 11 08:28:34 +0000 2013,396,344370562736459776
433,TweetDeck,昨日、結党６０年を迎えた自民党大会で挨拶。来る統一地方選挙を勝ち抜き、黄昏から新しい朝を迎えた日本の夜明けを確かなものにしていきます！  #自民党６０年 http://t.co/zCGuhH9aJi,,False,Mon Mar 09 13:53:48 +0000 2015,485,574931090118324224
4566,Twitter for iPhone,そのため、安倍内閣では、３年前の関東・東北豪雨や昨年の九州北部豪雨など、これまでの経験も踏まえ、被害認定にかかる調査の効率化・迅速化を進めてきました。 https://t.co/MjiuUzOteQ,,False,Sun Jul 15 07:17:07 +0000 2018,1528,1018394008714862595
270,TweetDeck,山元町の方々と昼食 。 住民の方々の声を聞き、 メッセージを書き込みました。 http://t.co/DjnFEmcmm7,,False,Tue Dec 02 05:47:11 +0000 2014,392,539657008232681473
185,Facebook,"ミャンマーのネーピードーで日ASEAN首脳会議に出席しました。

ASEAN各国の首脳とは... http://t.co/fNzg05HsMD",,False,Thu Nov 13 01:39:53 +0000 2014,232,532709404370825216
442,Twitter Web Client,On Hagi and Raku potters. https://t.co/VfTHRi4ecl,,False,Sat Jan 23 13:37:01 +0000 2016,219,690890984205352960
358,Twitter for iPhone,"@CharlesMichel 
Many thanks to Charles Michel and the people of Belgium for their warm hospitality.",CharlesMichel,False,Tue May 03 11:19:49 +0000 2016,198,727457633339199488
130,Facebook,"「ビルマの竪琴」の舞台となったミャンマーに来ています。

日本人墓地に献花して思いを馳せた後、私達日本の国会議員有志で寄付を出し合って応援した、村の小学校に行きました。本当に皆素直で明るく、伸びゆく国であると確信しました。... http://t.co/WR9fofHGUK",,False,Sat May 25 10:31:57 +0000 2013,440,338241018988224512
9281,Twitter for iPhone,今朝発生した大阪府北部を震源とする地震で、先ほど、関係閣僚会議を開催しました。現地では、多くの世帯でガスの供給停止や断水が発生しており、避難所等も開設されています。 https://t.co/FQTd78uSa9,,False,Mon Jun 18 09:40:26 +0000 2018,3130,1008645605407666178
1398,TweetDeck,#W杯 で日本代表「#なでしこジャパン」が準優勝となりました。２大会連続で決勝に進出し、チーム一丸となって最後まで試合に臨む姿は、国民に勇気を与えてくれました。同時に優勝したアメリカチームに心からのお祝いをお送りしたいと思います。,,False,Mon Jul 06 01:32:32 +0000 2015,1589,617868701367316480
273,Facebook,"APEC首脳会議出席のため、北京を訪問しています。
昨夜は、ロシアのプーチン大統領との首脳会談を行いました。
プーチン大統領は、自らも柔道をされるなど、日本の武道や文化に深い理解をお持ちです。... http://t.co/txMD6a2s7P",,False,Mon Nov 10 02:04:50 +0000 2014,412,531628515838685184
27,Twitter for Websites,"自民党特設サイトに(動画）【自民党総裁選】安倍晋三　街頭からの最後のうったえ（新宿駅西口） をアップしました。 http://t.co/CjYKr3sb 
《総裁選秘書団アップ》　#安倍晋三　#jnsc",,False,Wed Sep 26 01:12:50 +0000 2012,67,250764834449264640
50,Facebook,"今日も東京は熱い！！
今、皆様へ訴たいこと！
生の声で直接皆様へ語りかけたいこととは何か！？
お近くの皆様是非足をお運び下さい。
安倍総裁本日も東京街頭演説会登壇です！

【6月21日（金）】
〜安倍晋三総裁東京に立つ〜... http://t.co/gx46FYI2rT",,False,Fri Jun 21 00:27:51 +0000 2013,162,347873463266070528
6671,Twitter for iPhone,"I met with Mr. Jack Dorsey, @jack CEO of Twitter and received a customized T-shirt. Welcome to Japan, Mr. Dorsey.
I… https://t.co/OMYdEEo3Sg",,False,Thu Dec 06 09:19:49 +0000 2018,1583,1070608740183724032
35,Facebook,"・・・秘書です。
今日は「海の日」連休も最終日をむかえました。
しかし、全国各地で熱い選挙戦はまだまだ続きます。

本日７月１５日の安倍総裁は三重県鈴鹿市からのスタートです。... http://t.co/idOOwti4q9",,False,Mon Jul 15 00:22:55 +0000 2013,121,356569532304867328
2316,Twitter Web Client,"安定した政治が今こそ求められています。
そのためには、皆さんの力がどうしても必要です。
https://t.co/pGk9oolGm4",,False,Sun Jun 26 02:39:18 +0000 2016,1248,746895582610915328
261,Twitter Web Client,Attending #BandungConference Laid flowers on tombs of soldiers for all nationals at the #Kalibata Heros Cemetery. http://t.co/4PeMUaIEJo,,False,Wed Apr 22 07:04:11 +0000 2015,325,590773075769217024
37,Facebook,"・・・皆さんおはようございます。秘書です。
連休も終わり「今日から出勤だ！」という方も多いと思います。
・・・軽くストレッチなどしてからお仕事頑張ってください！
 
さて本日、明日と安倍総裁は沖縄県入りいたします。... http://t.co/hDrtTko0t9",,False,Tue Jul 16 01:22:18 +0000 2013,85,356946864182005761
201,Twitter for iPhone,山科駅前の街頭演説会で上中康司(@uenakakoji)候補を応援。アベノミクスで、景気回復の実感を一人一人のご家庭に届けるために金融のプロフェッショナル、上中候補の力が是非とも必要です。 #総選挙 http://t.co/Mb1VGiJrdh,,False,Wed Dec 10 03:59:11 +0000 2014,330,542528929043476480
681,TweetDeck,"今般のデンマークにおける銃撃テロ事件で犠牲になった方々の御家族に、心から
のお悔やみを申し上げたい。表現の自由、多元的価値を攻撃する卑劣なテロ行為
に、強い憤りを覚える。断固非難する。我が国は引き続き、国際社会と連携し
て、テロとの闘いに取り組んでいく。",,False,Mon Feb 16 15:51:20 +0000 2015,935,567350523376848898
125,Facebook,"昨日、川口順子参議院環境委員長の解任決議案が可決されました。
民主党をはじめ野党のこの対応は「国益よりも政局を優先させている」と批判されています。... http://t.co/CidGHdhCH4",,False,Fri May 10 09:24:58 +0000 2013,668,332788342410321920
7227,Twitter for iPhone,ＡＳＥＭ首脳会議では、北朝鮮の拉致、核、ミサイル問題の解決、自由で公正なルールに基づく貿易の強化などに向けて、アジアとヨーロッパの国々の一致したメッセージを、世界に向けて発信することができました。 https://t.co/GU3F0KvO5J,,False,Fri Oct 19 23:35:50 +0000 2018,1678,1053429548740538370
7,Facebook,I posted a new photo to Facebook http://t.co/7hMsZfPj,,False,Sat Feb 25 11:16:50 +0000 2012,1,173365833467301888
17024,Twitter for iPhone,各地で道路が寸断され、水や食料が不足するなどの問題が発生していますが、現在、自衛隊が、岡山、広島、愛媛、高知の4県で給水支援を実施しているほか、緊急物資の輸送なども進めており、「できることはすべてやる」との考え方のもと、被災者の皆… https://t.co/6t5JulUG2F,,False,Mon Jul 09 12:38:52 +0000 2018,5383,1016300655693180928
142,Facebook,"午前中、ＯＰＣＷ事務局長との会談、ナザルバエフ・カザフスタン大統領、レンツィ・イタリア首相と首脳会談を行いました。午後から核セキュリティサミットが始まります。
夕刻からはＧ７でウクライナ情勢について議論する予定です。... http://t.co/oYvzvouSJl",,False,Mon Mar 24 15:15:24 +0000 2014,232,448115873220661248
82,Facebook,"・・・・秘書です。
先日FBでアップされたTBS「みのもんたの朝ズバ！」での問題放送に対し、一つの答えがTBS側より出ました。
http://t.co/TtwzreBq... http://t.co/iT8QVA2T",,False,Wed Nov 21 01:18:33 +0000 2012,442,271059995448201217
7976,Twitter for iPhone,水、食料などの生活物資などが、しっかりと被災者の皆さんのもとに届くよう、自衛隊等による輸送を強化しています。プッシュ型で支援を行うため、予備費も措置し、万全の財政支援も講じていきます。 https://t.co/RsrDaZZXPN,,False,Sat Sep 08 05:42:29 +0000 2018,2486,1038301527390076928
65,Facebook,ロシアのサンクトペテルブルクから、２０２０年オリンピック招致決戦の地、アルゼンチンのブエノスアイレスへ。... http://t.co/I6Lsvbe5GI,,False,Fri Sep 06 07:25:53 +0000 2013,151,375882529834020864
18142,Twitter for iPhone,平成の、その先の時代に向かって、新しい国創りのスタートを切る。そのために、本日、内閣を改造しました。 https://t.co/WLSkzJK7E0,,False,Tue Oct 02 11:48:17 +0000 2018,3787,1047090891901493249
540,TweetDeck,"ジョン・ケリー国務長官の私邸にお招きをいただきました。歴史のある邸宅でリ
ラックスした時間を過ごしました。ケリー長官、あたたかいおもてなし、ありが
とうございました！ http://t.co/qorvPuojkB",,False,Mon Apr 27 03:54:28 +0000 2015,717,592537271364124672
428,TweetDeck,国家基本政策委員会両院合同審査会で #党首討論 を行いました。 http://t.co/pHDMViHRF4,,False,Wed May 20 14:32:20 +0000 2015,369,601032712821039104
11,Facebook,"・・・裏話？！　衛藤議員お手柔らかにお願いします。
http://t.co/42ipp6xg http://t.co/y80AsgAq",,False,Tue Jun 05 06:01:59 +0000 2012,3,209887772700454914
71,Facebook,約二十年前、内戦で混乱するカンボジアに、日本として初めて、国連平和維持活動（PKO）に自衛隊と文民警察官を派遣しました。... http://t.co/mdeY9DCElQ,,False,Sat Nov 16 08:39:40 +0000 2013,141,401630636416724992
20,Twitter Web Client,【速報】本日17時開始の福島総裁選街頭演説会の場所は福島駅前の「中合デパート前」に変更になりました。よろしくお願いいたします。安倍晋三福島演説はユーストリームで生中継→ http://t.co/VxLGT74d総裁選街頭演説会《総裁選秘書団アップ》#安倍晋三　#jnsc,,False,Sat Sep 22 03:53:41 +0000 2012,66,249355763225604097
32,Facebook,"・・・・秘書です。
今日は１８：００～自民党本部で行われた「自民党ネットサポーターズクラブ」の集会に出席いたしました。
会場はスゴイ熱気！... http://t.co/5O6rvPlu",,False,Thu Nov 22 13:28:02 +0000 2012,108,271605962014609409
42,Twitter Web Client,２６日（水）１３：００～ 自由民主党総裁選挙投開票（党本部８階ホール）※ニコニコ生放送でネット中継いたします→　　　　　　　　　http://t.co/zG2PZCbl　《総裁選秘書団アップ》　#安倍晋三　　#jnsc,,False,Tue Sep 25 14:47:50 +0000 2012,133,250607549877981184
63639,Twitter for iPhone,最後まで手に汗握る大接戦で、強豪セネガル相手に勝ち点ゲット。この勢いで、ポーランド戦では予選突破を期待しています。,,False,Sun Jun 24 17:00:43 +0000 2018,15197,1010930732489846784
28933,Twitter for iPhone,ワシントンに到着しました。こちらは夕刻。明日日米首脳会談です。 https://t.co/avdsPkfvFG,,False,Wed Jun 06 22:13:32 +0000 2018,6526,1004486474635440128
47,Facebook,"選挙戦三日目の朝を迎えました。
現在東京羽田空港です。
本日は奈良県〜滋賀県〜京都府〜大阪府を巡ります。
お近くの皆様、是非応援宜しくお願いいたします。

https://t.co/BLYR60B2Nm http://t.co/9MpKmyYsz3",,False,Fri Jul 05 23:19:45 +0000 2013,196,353292145274257411
